Sentence,Emotion
30~40대 아줌마들 진짜 댓글 많이 다네 ㅋㅋㅋㅋ,중립
우와....대단하다...1억이라니..,중립
일본은 그런거 없어도 진짜같이 만들던데,중립
택시는 닥치고있어라,혐오
물에 몇시간정도 담궈 놓으면 될까요?,놀람
맷돼지가오금이 저릴듯.,놀람
?윗배가 계속 아팠던건 아니지만 처음이라 이게 가진통인가해서요...,공포
감히...어따호나우지뉴형님과비교를,분노
허도환이가? 내년 안봐도 꼴등 확정이다.,중립
태풍을바라는??ㅡㅡㅋ기자양반 정신 나갔소??효자태풍은무슨.... 그냥 다필요없고 시원한 바람이면대오~,중립
중국한테도 지면 진짜 개망신이야...,공포
"나 진심 너무 방학때 살이 너무 찌고 그래서너무 못생겨서 고민설날때 가족들이""살 많이 쪘구나 ""하면서 아니에요",슬픔
만화 메이저 보다 더괴물이네역대급 선수 인정,놀람
북한댓글부대들이 가장 왕성하게 활동하는 시간 6-9시까지,분노
친구들한테도 다정히 말을 잘 못하겠더라고요.,슬픔
언론의 힘이 이런거구나,놀람
그당시 놀라서 몰랐는데 지금 허리가 너무 아파요 ㅠ,슬픔
어떡해요ㅠㅠㅠ?,슬픔
재미가 없으니 망하지,혐오
너무불안하네요,공포
24개월 이상 약정 끝나면.. 1개월 단위로 20%로 무조건 할인 해줘라~ 다시 약정해야 할인이잖어~,중립
글보다가애인이랑 통화하거나 만나면 힘이 난다는과학적연구에 관한 글이 있어서 남친한테 보여줬어요.,행복
제길슨 난개고생하고 어떤놈들은 거짓말하고 쉽게 돈벌고,슬픔
박사모들 최순실 빠느라 정신없고만,혐오
니들한테 학원 넘길 줄 알았어?,분노
백인의 미국여성이라서 짱캐들이 아무리 떠들어도 전혀 타격이 없다,중립
"제발 판에다가 김치남,된장남 이런글좀 안올렸으면..;",분노
새해에도 건강하고 콘서트 많이 해주세요. 응원합니다. 민경훈 화이팅,행복
인간을 개쌈 붙이듯하는 ufc는 영원히 사라져야할 몹쓸 스포츠다.,혐오
변호사가 가장타격!직종 없어 질수도!그네 변론들!,중립
천명모엿네. 거기다가 구경꾼 빼면 5백명ㅉㅉ,분노
부결되면 나라가 뒤집어질거다,분노
연아언니가 한 경기를 매일 되풀이 하며 보고 있습니다.,행복
너무맘고생했어서잊고싶다다른사람으로,슬픔
주부로써 어떻게 하면 가족의 식단을 책임질까?,놀람
조언좀부탁해ㅠㅜㅠㅠ,슬픔
님들 내가잘못한거임?,공포
엘지를 사자. 엘지가 이제 최고다.,행복
슬프게도 대학교를 돌아가야할듯싶음..,슬픔
아..처음으로 익사이팅존 예매해놨더니..이게 무슨일이람...ㅠㅠ,놀람
트럼프 까지마라 타결책으로 니들발등에 불떨어진다,혐오
그래서하구 싶은 말은 많은데 정리가 잘안되요...,공포
그 반지..과거 왕비가 끼고있던 반지 아닌가요?,놀람
헌재 영감님들 열받았다.,중립
온 국민과 후손이 모두 공유할 수 있는 기회를 마련해 주셔서 감사드립니다.,행복
배째라고할땐 언제고 이제 못버티겠나보군. 이미 신용은 다 떨어졌는데,혐오
얼마나 뒤통수치는거야? ㅋ,놀람
요....요망한년...넌 세월호에 희생된 사람들에게 귀신 씌여라....,혐오
장병수 전 롯데자이언츠 사장님 1승 추가요 ㅠㅜ,중립
뇌물주느라 기업들이 돈 뜯겨 성장못해 국가순위가 하락했구나????,혐오
세대를 거듭할 수록 먹고살기가 나아지기는 커녕 어려워만 지네요...,슬픔
우린 개인기량이라도 있지,중립
백주부님 덕분에 요리하기가 잼있어 졌어요...,행복
치약을 바꿨다거나 하지도 않았어요.,공포
그리고서울로간다??,놀람
이성적 판단으로 인간같지 않은 넘들이 너무 많다는 것이다...^^,슬픔
나라에 아무도움도 안되는 장애인이 사람을 죽여도 무죄? ㅋㅋ,놀람
난 뭐든지 앞서가는게 불안했는데.,공포
진짜!!,놀람
민주주의 뜻도 모르는 무식한년들? 진짜 삼족을 멸하고 싶은게 대한민국 국민의 뜻이다~~!!!!!!!,분노
월 화 는 구르미로...달은 연기자가 둘 뿐이라~~~ 구르미 흠이라면 유정이가 남장 치고는 너무 예쁘다는거.....,행복
인권은 뭔 인권야~~~~,분노
재수 없는년~~,혐오
개박이와 핵누리 핵그넨이 보우하사 죄벌 공화국 만만세 ~~~~~~,분노
일본이랑 전라도에 지진좀 팍팍 일어나라,분노
다리가 긴 대신 허리가 너무짧게느껴져요.,슬픔
경기력 개암이다ㅋㅋㅋㅋㅋ,분노
감독은 입닫고 좀찌끄러져 계심 부탁,혐오
로봇과 경쟁하는 사회로 갈지 로봇을 부리는 사회로 갈지... 순간의 선택이 인류의 미래를 결정한다.,공포
뒤지고 싶지않으면 나대지마라.,분노
계약서는 쓰는 곳이 있다고 들어봤지만기본교육을 받아야 한다는 것은 처음 듣네요.,놀람
약한남자의 선천적힘?????????,놀람
네 답변들 감사합니다...,행복
쳐죽일 년들~~~~,분노
동생 새끼도 쓰레기인듯한데,분노
통신사들 쳐돌았냐?,분노
나랑 몸이 비슷하네 얘는 얼굴이 머리빨이지 아마 넘기면 딴사람 빵떡이,혐오
걍 관광지서 평화롭게 살아요 심심하면 가이드라도 하던지,중립
저런 OOO이 어딜끼어 가서 냄비들이나 딱을것이지,혐오
연기 못 한다고 한게 악플이냐?,중립
파산 안한 자체가 대단,놀람
딱보니깐 둘다 여자친구 만날려고 경찰청만 지원했구만,혐오
제가 붙잡으면 다시 또 힘들어할까봐 걱정됩니다..,공포
너네랑 쟤랑 다를게 없어 진짜ㅋㅋㅋㅋ,놀람
이러다 미국 망하겠다ㅋㅋ,중립
나라를 말아먹을려고 작정을 한 시키들....,분노
승패와 상관없이 박수!,행복
수심이 2000미터라 상상이 안되네요.,놀람
당하긴 뭘당해.....뒷돈 받은거지,혐오
모든 공약이 무늬만이었음.,혐오
이 언니가 와락~~,행복
원걸이20이가 그대단했던원걸이ㅎㅎ,놀람
아무리 검색을 해도 이런 경우는 안나와 있어서..,공포
그냥 물건만 받고 오는게 나을까요,슬픔
근데 뭐하지...,공포
솔직히 현빈보다 윤아가 연기잘함,행복
제가 아파서 지금쓰네요ㅜㅜ,슬픔
티비를 끄고잡시다 어둡게 하지말고,중립
저 여기 계속 다녀도 되는걸까요,공포
생각이 없긴 증말 없다..,놀람
대한민국땅 다 최순실명의 아녀???,분노
자식들 손자손녀들 데려다 맨앞에 앉게 합시다 억울하게 죽은 아이들이 중요하지 이런 시레기들 생각하지 맙시다,슬픔
저것도 예수님이 창조하셨다죠?,놀람
갠찬긴 갠찮은데 와그라지???,놀람
또 언니라고 했네 ...,공포
진짜 이런 판타지 드라마를 보면서 눈물이 날줄이야.,놀람
말 한마디 툭 던지고 끝?,중립
박사모 니들이 말하는 진실한 언론은 도대체 어디냐?,분노
이마트에서 대란이 6900원이던데.. 기사는 딴세상인가,분노
"부상과 열악한 연습환경, 온 국민의 기대의 부담감을 안고 얼마나 힘들었을까요...",슬픔
ㅋㅋ시집가지말고 깜빵가세요 ㅋㅋㅋㅋㅋ,혐오
이인간은 폐기물 소각장으로,분노
첨부터 하려니 참 막막합니다…하…,공포
조윤선 설마 아직도 장관임??,놀람
헬조선 클라스지. 정부 정유사 주유소 합작,혐오
우리함께 가요 !,행복
달은 멀어서 가기 힘들어요?,중립
최여진의 저주인가??,놀람
헤어지고 어떤일때문에어쩔수없이 봐야해요,슬픔
58까지 최하로 빼봤는데 별로 달라지는 거 모르겠음 ㅠㅠㅠ,슬픔
오늘날잡압았어 날씨 끝짱이다. 5000천만 집결,행복
여자여서 성공했던거다..,중립
뱅옵이 우리나라 회사가 되다니 ㅎㄷㄷ,놀람
앞이 막막하네요.,슬픔
리프트도 안올려서 대형 꼬이고...... 속상해..ㅠㅠㅜㅜㅜㅠ,슬픔
물 들어오니까 제트엔진 달았네,행복
결함이 있으면 사과하고 조치를 취하는게 옳은 일이지,중립
시간아 어서가,슬픔
수면부족으로 실신했는데 건강 이상무 라니ㅋㅋㄲㄱㄱㄱㄱ,놀람
sk통신사 32요금제 쓰는데 데이타250mb 무료통화 100분 데이터 하루만 1시간 쓰면 바로 끝장남,분노
카드 내역서 보니 무슨 노래방 무슨 술집 그리고 모텔등다,놀람
카톡이랑 sns염탐 햇다가 여자생긴거같은 정황들을 보고...,슬픔
이거 외에도 갤럭시 S7 시리즈도 31대나 폭발했는데 왜 기사화 안되는 걸까?,분노
이건 폭스바겐잘못이라기보다 한국정부가 멍청한거네나같아도 호구정부 이용해먹겠다,분노
미니홈피랑 다 닫고 쫌 놀래서..,놀람
2년 넘게 만낫고 이제 헤어진지 2달 됫어요..,슬픔
명불허전김치년클라쓰,혐오
황재균이 박석민보다 많이 받는것도 웃긴거 아니냐?ㅎㅎ,중립
기상청 물갈이 해야합니다!,분노
아이유는 이제 시작하는 연기자 입니다.,중립
돈없는 애들 이야기,중립
그래서 난 썩은 사과 안산다,혐오
아 그리고 이 노트북들이 별루라면 추천 해주셔도 감사해용0,행복
"박근혜 패당 , 한시라도 빨리 끌어내려서 목을 쳐야한다 !",분노
동줌마 팬카페에서 칭찬댓글 좀 많이 달아주라는 지령 떨어졌나요,놀람
미친 것들.,분노
저거 담당자도 없었나?,공포
어째 기상청이 더 혼란스럽게 만든다 ㅡㅡ,분노
반기문은 아닌거같다..,혐오
전 진짜 이제야 남자친구의 맘이 이해가되서 정말더 잘하고 더 사랑할수있는데..,슬픔
나도 그날 내가 뭐했는지 상세하게 기억이 난다,중립
신제품도 폭발했다는 기사 떴는데 이건 또 뭔소리여?,놀람
조심해야 된다.,공포
물만 마셔도 토하고매일 출근길이 지옥이에요.,슬픔
기다리기힘들어서?,슬픔
미친인간 창녀를 호텔로 불러 들이지않나 이번엔 음주 뺑소니 인간 말종이다,혐오
차인지 한달째ㅜ,슬픔
지난 주 에 면접 본 곳 에서 오늘까지 연락 안오면 기술 쪽 으로 배워볼까 생각 중 이에요..,공포
보통 이렇게 연락이 없는거 맞나요??,공포
지금 쪽빠리 걱정 할때냐 ????!,혐오
90억 노양심이다,분노
맛있는거먹었나?,놀람
의경들 타지방에서 지원와서 조뺑이 치겠네 혐오스럽다,혐오
설마옷도 훔친거니?,놀람
빌비오 은근히 바르샤 잘잡음,중립
일본 강소라역할 김희애닮았네,중립
중요한일이라서요ㅠ,슬픔
스크가 드뎌 가을야구의 주인공으로 자리잡을날이 오네요 감사합니다,행복
수소차가 지구멸망만 시키지않는다면 좀 더 끌리긴한데 가격이나 인프라나 10년은 더 걸리겠지,중립
전라도에서 설문지 돌렸냐?,혐오
약은 최대한 안먹으려고 하는데좋은 음시있나요?0,공포
미친.. 검색해보니 올해 7경기 뛰었네ㅋㅋㅋㅋ,놀람
갖다주셔요 ^^,행복
늦었지만 진심으로 생일 축하드려요~~~,행복
지금 대한민국은 법 나부랑이로 좌우될 시기 아니다.,분노
이러다 진짜 고속도로에 차 빽빽히 서있는데 지진이라도 날까 너무무섭네요 ㅠㅠ,공포
박정희 때를 다시 살게 해주네,중립
자꾸 설사가 나와요 ㅜㅜ,슬픔
찐따 새끼들은 패딩 입고가면 일진들 한테 빼앗기지 않냐,혐오
큰 발견을 하셨네요 일본이 또,놀람
생일 진심 축하드려요 ㅜㅜ!!!,행복
면적당 cctv 1위 대한민국 만쉐,분노
제가 그정도로 보기싫은건가요? ㅠㅠㅠ,슬픔
서해 수자원도 한류라서 그동안 불법조업 방치했나?,분노
요즘도 기차타고 고향가냐?,놀람
이왕 터질거 빨리터지자,중립
정말 나라꼬라지 개판이네,혐오
이란갈껄 담에 이란승에 몰빵,공포
미용실가서 잘라달라고할수도없고-_-;;,공포
"국산차중에 현ㄷ,기ㅇ 빼고 어디꺼가 가장 안전한가요?",중립
"라스트 크리스마스""를 남겨주셔서 고맙습니다.",행복
살리도 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,공포
보자마자 타이커스 생각난건 저뿐인가요 ㅋㅋㅋㅋ,중립
백금촉매의 유해성과그가격은?,중립
그냥 대외적으로 쇼하는거다,분노
그래도 건강해서 이상없어 다행이다 락스로도 안지워진다니까 무서웠다,공포
ㅋㅋㅋ 미국차와 다른게 없다고하고 문제생기면 또#달라지지,중립
이날 상무대에 있었는데 전쟁나는줄 알고 엄청 쫄아있었지...,공포
히포크라테스에게 한치 부끄러움이 없기를..,중립
눈빛보소,공포
조의연 판사한테는 믿고 싶지 않은 뉴스겠군요....,중립
95년도에 일본과 친선경기때 처음 유지현선수를 보고 펜이되었습니다.,행복
지난주 금요일밤 차였어요..,슬픔
기아서 바지가랭이라도 잡앗나 왜 안가냐,놀람
"이미, 맛이 갔어요.뇌 졸증 및 폐 이상으로 중도 하차",혐오
그동안 동한이를 아끼고 사랑해주신 여러분들께 진심으로 대단히 감사드립니다.,행복
비상계엄선포하라!그걸 부르고있다,중립
도와주세염3,공포
저 말 무시하고 그냥 강제구인 하세요.,분노
같은게있어서 만져보니깐 딱딱하고 만지면 아프다고해야대나?,공포
열심히 하시는 모습이 보기 좋습니다!,행복
세월호 입에 올릴 자격도 없으니까 그냥 다물고 처벌 받으라고,분노
도피라.. 덴마크 정부에서 도피시켰단 얘기인가?,놀람
고기를 많이먹는거랑 지방을 많이 먹는거랑 다른데 ..;;,중립
박혜원은 고등학생아닌가?,놀람
이말도 맞고 저말도 맞음 독과점들 막느것도 중요하지만 투자를 꼬투리잡고 투자를 위축시키는 것도 안되지,중립
손담비랑 구분이 안감,중립
해줄 욕두 없다~~!!,분노
난 오픈카 타고 가로수길 놀러기는뎁....ㅎ,행복
진짜 대단하다 여기까지 버티는것도 언제까지 버틸것인가,혐오
저는 사귀면서 권태기가 온적이 없어서 잘 모르겠어요,공포
열일해줘서 고마워요..!!,행복
4년에 120억 달라는건가??,놀람
아이들이 아빠를 매우 자랑스러워할것같아요.,행복
아니지 지금 이럴게 아니잖아!!,놀람
여장해서 화장실 드나다니는 놈들 취재좀 해바라~,분노
어이고 이참에 네이버 청소좀했으면 좋겠다,중립
과대망상증 환자. .,혐오
거짓말탐지기 장착하고 모두 청문회 다시해라,분노
내가 볼땐 마샬 원톱 기회 줘야한다고 생각한다.... 얘 리그앙에서도 톱 나왔을때 득점력 장난 없엇음,놀람
왜 김헌곤은 없지?,놀람
암튼 대단하다고 할 수 밖에...,행복
